index,label,text
2741,0,if had to chose between living in winnipeg or never seeing the leafs win the cup no cup it is tmltalk leafs
2742,0,wrapping up crotched mountain commercial tonight and packing everything up to head up to loon mountain resort url
2743,0,you re still shit user cheater pong
2744,0,user oh lordy eating out was the hardest or going to someone place esp as don eat meat eye roll what can we feed her
2745,1,fun at user basics babies day user on sunday ask travis lulay to get his face painted like tony the tiger worthashot
2746,1,user if had feelings you would have hurt them
2747,1,it so exciting to see snapchats of everybody christmas dinner wow
2748,1,yaaaayyy valentine day stuff is out already twohearts
2749,0,bae had an energy drink and wants to stay up but so sleeeeeepy love sleep
2750,1,so ally mccoist hands his notice in and gets pay rise he really has rangers best interests at heart
2751,0,imagine an imaginary menagerie manager managing an imaginary menagerie
2752,0,just swallowed my giant lozenge now my throat actually hurts glad have twitter to share my despair sick
2753,0,url wow crazykids url can fix this drphi url
2754,0,some tblightning action along the boards at user in tampa fuji boltssocial bethethunder url
2755,0,cut my dominant tweeting finger on the milo tin but as you can see survivor
2756,1,well here comes another page paper ilovecollege
2757,0,gotta baps that hoe thou
2758,1,currently writing about how plan to stop procrastinating after leaving the paper untouched all day
2759,1,security engineers are not security guards hackers security
2760,1,everyone competing against each other for privatized goods is way better than working together as whole to advance humanity
2761,0,user user of course not
2762,1,url celebs takes drastic measures to look good whoops url
2763,0,about to take long ass drive with music blasting raisinghands
2764,1,absolutely love being harassed by group of twatty adolescents on late night shop
2765,1,these student athletes really picked the wrong class to cheat in url via user
2766,0,user user chortle would he have liked palmer
2767,1,it good thing obama opened up cuba in his first term and didn wait until all his elections were over cuba
2768,1,url because progress aneyeforaneye peshawarattack taliban surely this will bring peace and justice
2769,0,xmas on the blog feat user and user read our story and share the love click the link url
2770,1,user pick it up one more time for the homie in the back that stickin right with us thanks for answering my dm realmvp
2771,1,user the hostel is fine actually but ve probs caught like germs walking around london thanks for wishing me better
2772,0,spider web lace chemise with lined underwire cups strappy open back and adjustable straps and url
2773,1,user to tell you the truth that may have been the smartest thing you ve ever tweeted
2774,1,user you realize you just tweeted out advice the other day on how not to spill your coffee right sloppy
2775,1,it adorable how this keeps on happening
2776,1,user advertising an online special with an expiry countdown yet you cant order anything or check your postcodes validity
2777,1,the last time ll get up at am ll miss this
2778,1,it so easy to focus on what at hand when you have million other thoughts running through your mind at the same time
2779,1,wallahi speaking to an unbeliever is bid let alone wishing him her happy celebration
2780,0,user user user and it starts getenchanted
2781,1,feel so blessed to get ocular migraines
2782,0,yups sarcasm and wine winelover url
2783,0,one more all nighter and the semester is done
2784,1,user great does that mean he also giving up hunting and killing wildlife in europe
2785,0,user still out back sprain
2786,0,user user user but would you be willing to purchase from vending machine
2787,1,ve tweeted nearly times and not sure all tweets really needed to be on the internet including this one
2788,0,corner cute day expensive diy crafts please rt url url
2789,0,looking forward to mine and the boyfriends nd christmas together raisinghands twohearts
2790,1,love when folks call brady system qb but are the biggest peyton manning fans
2791,0,looking for user practitioners anyone out there or recommendations
2792,0,url flood of noah hovindtheory iceage bible church christians jews tcot url
2793,1,user am sure this has made your day lol
2794,1,shit just keeps getting better and better
2795,1,fever that fun
2796,1,and the round ligament pain returns yay
2797,1,user great job on reporting on mentally unstable man and calling him drug crazed
2798,1,user russell brand discussed today how much his london mansion is worth and marx was married to baroness scum weak
2799,1,user hey now her profile says heart jesus so she can be all bad user user
2800,1,user logic is an invention by the kuffar everything makes perfect sense like monkeys stoning she monkeys
2801,1,just hunch here but think steven gerrard is leaving possibly going to the mls hesnodeed
2802,0,user well since he basically an employee of the oil gas sector it would make sense that he operates this way
2803,0,just hangin with ma dawg eyesup url
2804,1,sitting around listening to sad music really helps the depression
2805,1,still awake sooo that nice
2806,1,watching the move begin again and the verisimilitude is overpowering it like back in the music business again
2807,1,love my mom
2808,0,some people just don listen ah well guess they ll learn the hard way
2809,0,can you imagine being in high school today with delusional dad making fool of himself on the internet user
2810,0,user it finally open xd used youtube video to help me thanks very much url
2811,0,the funky taste of chocolate with the chunky monkey all just in cup george of the jungle cup and lick
2812,1,user user yes fountain jumping sounds like great january activity
2813,0,user user surprised my coanchor hasn already nominated me for the worst list
2814,1,lol that real cute unamusedface
2815,1,of course the day that it monsoon outside have classes on and off from am to pm ilovelife
2816,0,late night snuggles with my boy purpleheart twohearts
2817,0,just want to eat pizza and be with my friends for the rest of my life
2818,0,in love with the cocoa
2819,0,sagittarius know what they want if they can have it and they always keep on thinking bigger
2820,0,user user user user user come on lads you re fucking better than this shite you keep showing
2821,0,know that what see is what you see what it is that know feel and see is that the time url
2822,1,user being doing projects for university all day my life is sooooo interesting
2823,1,user user real tough to whoop dungeys ass
2824,0,by user fire fire fire user gears up to release its next issue soonarrow wifey series with covermodels url
2825,0,the power went out in delano blackout in some parts smilingface partypopper still happynewyear everyone besafe goodnight
2826,1,why does sue give bonnie anxiety and stress pills
2827,1,now ve written down everything need to know it seems lot more manageable
2828,0,user dont say anything just rt url user
2829,1,love it when have minute wait on user and as reach no wait it knocks me back to more minutes fantastic
2830,1,funny annoying you men tee url great for family reunions funny tees
2831,1,user user considering run for the user url things url shocking
2832,1,user jackie just had the best joke ve heard in awhile wearyface see no evilmonkey see no evilmonkey see no evilmonkey
2833,1,before except after right what about in tshirt url
2834,1,user was only clarifying for my legion of other followers
2835,1,oh look at me making people happy magical man from happy land who lives in gumdrop house on lolly pop lane
2836,1,user the only place where you don wanna sit on the seat that you earned dancing
2837,1,those were some great last minute substitutions user
2838,0,my family might find giant lump of ice sitting where sitting right now transformation is nigher my fellows
2839,0,the ultimate how to book url
2840,1,women getting hit on by married managers at user cracks me up hypocrites
2841,1,love how came into work at because charlie said we were busy people in minutes yeah we got this place packed charlie
2842,1,user but what about white on white crime it like ribbon in the sky non existent
2843,0,aap said will declare ak candidate in last list but declared it before this issue affecting india gdp is termed as turn by bjp ak delhi
2844,0,am so happy that thad the lead multiplayer designer for hardline followed me xd
2845,1,aaaaaaand left my work computer at home now have to go get it bestdayever
2846,0,user it no longer political user is setting the stage for all out race war that is his only way he can succeed
2847,0,salt peppa geico commercial is literally the best ever only one that beats it is hump day
2848,0,today has been blast
2849,0,how does bigdata and analytics look compared to the cynefin cause effect decision framework url
2850,1,smh yesterday was losing my voice today woke up with mean ass cough and headache unamusedface christmas could be any better
2851,0,all and for hot rachel style fashion please rt url url
2852,1,well that me living till yrs old sarci wit low constant url
2853,0,chattyman never fails to make me laugh user talk show on tv loveit
2854,0,women do some crazy ass shit just to be with guy and the least they can do for her is break her heart all but some
2855,0,user latest album is free the universe mumbai
2856,1,time for the post christmas car wash yay
2857,0,ebola but greed aka badmind kills easily and quickquick url
2858,1,tramp shit youoweme follow url
2859,1,user thank you user for having me on the cover of the feminism issue my favourite magazine cover ever lorraineelle
2860,0,sagittarius will always chase what they want until they get it keepgoing url
2861,0,was pretty windy at the summit memphis loves the floppity ears while he watches the raptors soar getoutside yyj url
2862,0,need to get up but sasha is way too cute
2863,0,fucked them really badly advancedwarfare url
2864,1,nypd worriedface confusedface cryingface sleepyface not cute nypdmutiny am sure the citizens feel real safe you showed us who you are
2865,0,so user was on the pull on our spin today interested oops url
2866,0,harry literally such good person it hurts my heart bye
2867,0,user user do you ever wonder url is some shit you would think of user
2868,0,what normal people see vs what see user url
2869,0,user as long as it for taste purposes that works for me are there any meats you like
2870,0,these guys are just amazing gottalisten user the allman brothers band stormy monday at fil url
2871,0,bra fitting guide how diy crafts please rt url url
2872,1,parking meter obviously forgot to get its own parking ticket url
2873,0,but hey study guide for chemistry down to go
2874,0,grace this is my barf bag me why do you have barf bag grace because sometimes when see people feel like vomiting
2875,0,user oh funny saw that crowd we were just there for dinner
2876,0,review
2877,1,user sounds like soooo much fun
2878,1,user here list lots of great choices to help coyotes win cup next year url
2879,1,nba players ny support protests of police killings sure money donations for college wb coming url
2880,0,user hope you had nice xmas babes
2881,0,love hanging out with my dad
2882,0,user this friday lit
2883,0,looking forward to new year
2884,1,you re so sweet
2885,0,user user wish son like said twitter wit on twitter and the magic of photos that are smoke and mirrors effect
2886,1,user shocking
2887,0,check out my latest blog post on myfairdaily pins that really work url lbloggers lifestyle pinterest triedandtrue
2888,0,not going to survive today breaking down in tears at least twice and possibly passing out all nighter user library was bad idea
2889,0,much
2890,1,user user we all know how well we did under erickson
2891,1,give people break say that without my supporting cast that none of my works would of made it is tosh did nobody get extras
2892,0,lord have mercy on us the world most powerful nation is ruled by two families bush clinton wasps elxn url
2893,1,user to watch re blues chelsea of course
2894,0,this gone be some fire fire jan th getlifted url
2895,1,happy monday all pbloggers mbloggers
2896,0,notcies eu foreign affairs committee meps to discuss lebanon with prime minister url
2897,1,love how sometimes am skipped over so the greeting replies are just towards odin but not me
2898,1,try to ring user about plumbing issue her phone goes off upstairs with super mario theme tune retrogaming
2899,1,user alert the media some guy on twitter has un cited proof that evolution is wrong let get his nobel prize ready
2900,0,chasing my dog though the house fun
2901,0,smartphone app pays you see url verizon folloback tcot go url url
2902,1,too bad her cube doesn have door user user
2903,1,user user user you talk about biased behavior go read some of the paid articles about paycoin
2904,1,execute commands the beginning of job but it is used to end person life now that
2905,0,user hmmm interesting jury out but edging towards the right side of favourable hopethathelps
2906,1,what lovely morning delhi government bans uber looks like rape will stop in delhi now aretheyserious
2907,1,well user watched making of clip about drive rescored now see how easily composers do it url
2908,0,not staring at your boobs hun looking at your heart relax
2909,0,fun fact have color guard rifle named stitch after got stitches from it plus stitch is my fav
2910,0,user yes thumbsup the taste the slight aroma of the tea eyes
2911,0,user amen bless you huda means lot you too
2912,1,user user hey maybe you can reach the scoreboards and fix their latest issues
2913,0,just had bruce springsteen flashback shudder user user user user user
2914,1,twitter pushes people to read while facebook pushes people to breed truefact
2915,0,thirst will make you settle for grenade bruh
2916,1,throwing up on christmas morning is my ideal way of spending it
2917,1,user user great seing mate thanks for the cheap shot winkingface safe trip back dry train why we lost
2918,1,just love freezing rain
2919,0,user me and change were not friends still need time
2920,0,going to sleep hope sydneysiege is sorted out in the morning
2921,0,pick up linez to use boy when smile its like the sun girl awe boy because ur teeth are so yellow
2922,1,see toledo made good name for itself last night
2923,1,so lakeside was like million scavengers all in place hadfun
2924,1,religion is unfounded else allah would have saved the kids user user peshawarattack pakschoolsiege
2925,0,yescracker user come on is it server too busy fail spam url
2926,1,it is so nice knowing you have everyone back and yet no one has mine
2927,1,thanks bus thanks for telling me where am so helpful
2928,0,come on orionlaunch it am in australia us down under geeks need some sleep
2929,1,nice to see dwight yorke being his normal impartial self as usual villalovein astlei lcfc
2930,1,it gonna be great day
2931,1,always can wait to see how works
2932,0,am also going to enjoy two beers while sitting in my car that is illegal what was done to me at usc medical and at penn mar is
2933,1,user ll snap at you if you tell me what to do again funnyguy
2934,1,jihadi killers in ottawa sidney peshawar are rogue acts while fratboy uva rapists are symbolic of deeper societal flaws tcot
2935,0,august has the most birthdays february has the least and most of the serial killers are born in november so dont mess up with me nov
2936,0,am really fuckin paying for it today tequila is the one
2937,0,still feeling sorry for myself about being to ill to go out last night cryingface here my memories from url
2938,1,coffee and fiber one it worth getting up for
2939,1,another new politician in the state with social science degree and liberal arts diploma just what we need greensfail
2940,1,user user user that wasn choke hold the officer was trying to keep ericgarner from falling forward
2941,0,user user your irish fans can wait impossible to get ticket boo hoo
2942,1,user gas below per litre in ottawa happy holidays url yes crisis averted
2943,1,user the fact that whites are prone to universal thinking is actually racial in and of itself
2944,1,user is so funny rn
2945,0,need to do something legendary this winter break
2946,0,prunes toffee and effervescent goodness drinking delirium nocturnum user memphis pint dram url photo
2947,0,happened in my culture competency class couldn continue to argue with ignorance my face in class url
2948,1,just watched fitbit commercial followed my an ihop commercial advertising belgian chocolate mousse crepe
2949,1,all want for christmas is the complimentary coaster offered by the title insurance company if generate quick quote to myself
2950,0,user not lohan anymore detox now for weeks new me week tomorrow
2951,1,hate it url
2952,0,if we could stop losing planes that would be great
2953,0,oh yeah that was funny as hell too user user user user user user user
2954,0,everyone has got selfie stick this year ve had one for ages just saying mainsteam trendsetter
2955,0,user has passed user as the world most valuable startup growth nyc url
2956,0,user user what the hell ever
2957,1,user user he captures the spirit of devolution so well
2958,1,sorry this doesn make any sense why make it even more tough that going to produce more players url
2959,0,really excited for tomorrow because that means the assignments and of today will be over
2960,0,user user user user they better
2961,0,kinda missing summer user summer bestie alena bestfriend idek we cool chips food followme ifoll
2962,1,someone had great sense of humor url
2963,0,user wenger slams referee url sky saintsfc ha ha ha ha for being too blatantly bias towards them
2964,0,good morning all user user user user user user user url
2965,0,torbay dementia action alliance living with dementia dying from it peter js ashley
2966,1,user makes me so proud to be an american
2967,1,who would ve imagined that jakeplummer smokes weed regularly outsidethelines
2968,1,well done user you re doing great job user waiting times worst since records began url
2969,1,why can you retweet my your own tweets this is an important issue that needs to be resolved
2970,0,nice soak in the bubble bath
2971,0,thank you user requiring facebook to participate in twitch chat is really good way to push away interested players
2972,0,user you cant score goals sitting on the bench or min max its hard pal fill sorry for him
2973,0,blame bad luck genes as cause of most cancer types here why heredity and environmental factors url
2974,1,stop being the fan and be the person blowing minds
2975,0,huge for user rt user congrats to today winner user url
2976,1,user don you see the for call teammates soft when you haven been to practice in weeks overpaid
2977,0,sundayfunday mylove mermaidlove newyear user rockefeller center url
2978,1,the people supporting police violence seem to be the same assholes that scream about government over reach
2979,1,my glasses are blinding me
2980,1,facing health crises india slashes healthcare url goodgovernance namo gogo buredin
2981,1,morning cry session with my roomie today going to be great day
2982,0,cuba sees long struggle ahead before lifts embargo url via user
2983,0,user always worthy choice user user user user
2984,1,hi user not single vote was polled in polling stations of kulgam kashmir im tuned into user thnx kashmirboycotts
2985,0,ah week until my next medschool interview
2986,0,on humanrightsday manchester takes first steps towards independence url user user notonwwell
2987,0,christmas been the best user west monkseaton url
2988,1,writing an article on mood enhancing foods telling people what to eat to be happy
2989,0,user user user tsu website now worth million people get paid for posting url
2990,1,that moment when someone accidentally deletes everything on your phone
2991,1,love the meaningful messages of automake
2992,1,fuck getting flat tire and my car dying coming home from work at am thanks god for my friends great way to end start my day
2993,1,spilled milk onto my boob oh the
2994,0,user another bush in the whitehouse
2995,1,user you are pretty so better play your free skinnerbox game sure it won ask for my money after few levels
2996,0,eœa find out about some of our hip hop mixtape promotion packages url
2997,1,well throwing up at am is always fun smilingface
2998,1,hour nap then up for ct scan at the hospital perfect timing
2999,1,it nice to see continuity in our gender struggles
3000,0,sad to hear about user passing his family and friends are in my prayers today rip user
3001,0,when doing my hw at the same time with watching series am now still finish my work url
3002,1,the routine texting irks my nerves the most but guess it the thought that count needanewroutine
3003,0,user didn know the severity of what you were charged with just read it on the internet praying for you your wife
3004,1,have such wonderful gf
3005,1,who ever thought moving in the middle of december would be so peaceful
3006,0,retweet user to have book signing screening in your area url url
3007,0,oh ffs my body clock is iwanttosleep
3008,1,sooo mad right now great way to start my day
3009,0,the guy for you brooke davis onetreehill this story is sad thrilling and confusing but love it eyes
3010,1,user thanks for the wake up wrap and coffee this morning cheapbastard
3011,1,hehehehe user user user what shame
3012,1,rt user should be great watching miami try to block sweat and featherstone off the edge next two years real fun stuff
3013,1,user which would also push rates up isn this fun game
3014,1,gareth polar opposite is chicken loving vegetarian hatchingchick bones user
3015,0,every wondered what the turkey take on thanksgiving url url
3016,1,am extremely excited to know what reza aslan and cj werleman think about what happened in pakistan peshawarattack
3017,1,getting excited about mexico now
3018,0,user are you looking at the wrong profile picture
3019,0,home alone aka turn on all the lights scaredycat
3020,1,user actually cropped out her daughter in this pic for selfie see no evilmonkey topmum url
3021,0,user might bigest fan of srk but find better actor than him sayng it just fr sayng but realy mean it expression king
3022,1,friday morning lecture on blood eyes eyes eyes
3023,1,user yeah tones are the most obvious things in tweets
3024,0,url teenanalcasting highway highway disturbed dedicated to girl raped on
3025,1,user should sue my parents
3026,1,great start to the morning flattire
3027,1,final projects ugh keeping me from being productive butnotreally
3028,0,user user aaaaaamd what time is your bedtime better tweet dad at night from my house don want to get in trouble
3029,1,can wait till my birthday
3030,0,clovis cartoon tuesday december url via user real mccoy
3031,1,just now layin down to go to bed college is great guys it doesn stress you out or keep you up at night at all or make you cry
3032,0,pretty sure just sat behind user in the mcdonald drive through and peeked to see movie what was playing
3033,0,user chrischristy will do well among republican voters jebbush think he could do well democrats don like him
3034,1,nights like tonight are the only reason able to carry on to the weekend suchagoodweek
3035,1,wow love how frizzy my hair gets
3036,0,user goodmorning user user user user
3037,0,hate them roulettes me there heavy
3038,1,user joke of the year congrats kuivaa
3039,1,user haven you used the don you know who am line yet
3040,1,girls put so much effort in dressing nice for school over here in my oversized sweats and vans maybetomorrow
3041,1,user christmas as an adult with broken family just awesome nothing like your stepsister with kids
3042,0,it was so incredible to hear justice ginsburg speak today she truly is an inspiration
3043,0,we need democracy copocracy police morningjoe ferguson ericgarner
3044,1,when some police officers pursue daring villains the way abusers pursue frightened prey police_officer abuser villain prey
3045,1,cool
3046,0,putin says russia won be intimidated over crimea url via user
3047,1,just received an email that am the heir to the nigerian petroleum corporation should immediately send them all my bank info
3048,1,race at sandown dogs tonight sponsored by dandenong budgie club hope that joke love seat at that table nerds getalife
3049,1,just loove when my guy friends give me thorough descriptions of their bowel movements why stopthis
3050,1,so have pink eye sooo excited about it
3051,0,user user user has warned user about bassem heck they might already know him ferguson nyc
3052,0,pulis turned down nufc cos he wants to spend load of money on year old journeymen parish wouldn let him neither would ma cpfc
3053,0,mary is not having that shit whatsoever done shesdone url
3054,1,user user great days there under wilko
3055,1,friday hilarity the cso of sony just picked up user award for security url sonyhack
3056,0,user whoa hope dione taylor got standing ovation for that performance incredible voice
3057,0,they seemed to have found an alternative use for the bible hotel newyears religious url
3058,0,dog for dinner anyone cultivo letchworth not bringing my kid here again
3059,1,user the is the promotions by human not by the religions for strictly speaking all religions believe it is the right
3060,0,drudgery personified commuterprobs northernline tfl url
3061,0,damn lost lot of followers probs cuz don tweet much related to user anymore
3062,0,user sorry butt
3063,0,now gonna enjoy this day with my babies
3064,0,refuse to be weak workout motivation fitfam url
3065,0,user do fans url app pays you your fans url co alppo hie go url
3066,1,user ghostwriter shocked
3067,1,url having sooo much fun in math math class drawing music eye snowflake flo url
3068,0,confucius motivational quotes free android app url
3069,1,user doubt was the first to block you but you pretend good user user user user user
3070,1,group message with bbc to start off my morning thanks hannah
3071,0,user tried to spell beeyotch and iphone made me spell beyonce that fire
3072,0,user find me one of those costumes for him and we will
3073,0,user was using
3074,1,westbrook points on shots ok ok see you working
3075,1,hello indoor lung nice to see have to you back personrunning
3076,1,so you think anime is for kids tell me again how many times you have seen frozen anime is for kids frozen
3077,0,notcies eu moscovici quizzed on extra time for three eu countries to hit eurozone targets url
3078,1,so fucking excited to be the th wheel for another new year eve can blame anybody but myself for being super picky re men
3079,1,going to the game tonight by myself sounds so fun
3080,0,user well people did ask where would have been without mccormack and here we are
3081,1,what is most important today is not family or health but rather nba action
3082,1,user has the best pickup lines
3083,0,user why does iphone purchased at full price still need mobile device unlock code to work internationally uncarrier
3084,0,hope better hope tokyo by nic_kill url url
3085,0,can get an amen url
3086,1,final at am ready
3087,1,wow writing reviews on concerts didn attend is exactly what want to be doing right now instead of sleeping
3088,1,ready for the tax final
3089,1,user user love her please publicise her more
3090,0,but of course lucky myloves sundayfunday lastsunday url
3091,1,user user hmmm next year we ll be saying teams that moved from sd to la
3092,1,lmao may be drunk but my level of maturity is at it all time high lmfaoo
3093,0,null how much do you know about periods url via user
3094,1,user really
3095,1,user penguins cancel morning skate which was an optional due to icy road conditions
3096,0,user lol hope that good kinda crazy
3097,0,christmas day boxing day and new years day off just isn enough so much to do for me others this month enough hours in the day
3098,0,was swarmed by about teenage girls as walked in the mall help at least they were leaving right
3099,0,and used to hate coming to uni to do work lol
3100,0,user hopefully won be here anyway fingers crossed
3101,0,user someone described it to me as passing like laxette through budgie but can remember who
3102,1,user tx saw that must be great shot to defend oneself from fierce attacking giraffe hungergames
3103,1,user nice to know that you give me so much importance user
3104,0,drinking an ipa by user user ground control url photo
3105,1,user thats not weird at all
3106,0,work in front of laptop for hours day and suffer terrible dry eye bloodshot eyerony
3107,0,bummer ending but what fun game and season gophers
3108,0,dallas over washington new orleans over tampa bay green bay over detroit carolina over atlanta
3109,0,user user user user user user user fuck it mite just warch eastenders
3110,1,didn know the story of noah had transformers in it man the modern biblical tale killsssss it
3111,1,user you could probably just call or text her that information
3112,1,aw love it when my boss schedules me to work the day that storm comes to the bay area
3113,1,user and here though that one programmer operation had the same money and power as ea themoreyouknow
3114,0,user that my saturday night entertainment
3115,1,user th just like in the real world
3116,0,on the other hand condolences to user and user for the draw
3117,0,user try to imagine it confusing
3118,1,user haha or are chainsaw murder or corrupt fortune ceo or rapist makes you happy hebetripping
3119,1,there nothing like almost rear ending someone because they slam on brakes for no reason to get you alert and ready for an exam
3120,0,going to my class fuckyou important
3121,0,am too damn early in south carolina what shitty state to be proud of
3122,0,believe in boegarts rt user the red sox must really believe in xander boegarts as ss if they re going with gb theme
3123,1,cabs apparently this guy only does city airport if not swears drives off even from taxi rank goodguy url
3124,0,user user yo boy you guys are know to keep the party mood going ezonegoadiaries url
3125,1,supaaa sweet when you have finals in the am and ya can sleep
3126,0,user wow are you mad babe
3127,0,user did really need to put hashtag oh dear
3128,1,can fck with you hoe an sorry openhands
3129,0,user gotta love how honest kids are
3130,1,user user sure it largely ignored in practice in ny you can do any govt work if you have convicts
3131,1,user user liberal used in same sentence unheard of turn in your keyboard sir
3132,0,watch amazing race contestant talk juicy url
3133,0,kebabs ordered snug on sofa watching shit tele with dad twohearts purpleheart
3134,0,if could kidnap my friend new puppy navi would do it in heartbeat
3135,0,let it go afraid frozen url
3136,1,user but it has to be fake where are all the stars
3137,1,love studying for anatomy beatingheart
3138,0,user user user if not your oncomingfist oncomingfist box them up yeah
3139,0,knowledge itself doesn mean person is qualified to represent religion if his her humanity sanity is absent
3140,0,and the day started civilised appointments road trip bestdayever neverlaughed as much tks to url
3141,0,user this made me think of you user need vodka mixed bit of holy water right now
3142,0,url follow the money homebiz not mlm note you can get paid for posting on url
3143,1,chunk of my hair got stuck in the blow dryer and had to cut it out that always fun
3144,1,user claims the man was peaceful when he was violating hr of orientation making free speech argument over an hr issue
3145,1,can ask why we didn hv gej pdp trending yesterday night url
3146,1,love waking up and not being able to sleep anymore
3147,0,hanging out with my niece all day jokes
3148,0,user ve heard liberals defending bombing civilians along with terrorists trial but still claim enh interrogations and gitmo evil
3149,1,user he offered it but he made it sure the board refused double in october all in rangers interest
3150,0,today has been such shitty day
3151,0,user user neither can gonna have an ambulance pre booked gorj purpleheart purpleheart purpleheart
3152,1,fell asleep user pm woke up at am can get back to sleep had almost forgotten about you insomnia welcome back
3153,0,thank you behh loveyou user bestfriends behh beh sweet love distance to far url
3154,1,lights went off at my school so now we trying to learn with one emergency light on in the classroom how great
3155,1,the of the new jd gym bein right next to sayers sausage roll with salad please flushedface
3156,0,just bartered for bottle of rum in best one and got it down from to happy fucking new year to me
3157,0,glitter inside just lamp of please rt url url
3158,1,user yes mother as you wish
3159,0,ll just assume rex grossman is starting
3160,1,is it ironic for user song to come on my ipod after user song selenagomez justinbeiber
3161,0,oh and lets not forget this user user user user user url
3162,1,walking to school is so awesome
3163,1,love taking the subway alone at am
3164,1,user user user user ha ha christmas cat looks well impressed
3165,0,user you were my cup of tea but you were total ass so switched to coffee raisinghands
3166,0,do fear to be eccentric in opinion for every opinion now accepted was once eccentric by bertrand russell
3167,0,user that steps but can dig it
3168,0,that moment when you want to break someones fingers poutingface poutingface poutingface
3169,1,you are so cool
3170,1,where the good governance that we are ordered to celebrate on dec th christmas
3171,1,losing the keys to your car before your have to drive yourself to the airport to catch flight is awesome
3172,1,online shopping with no credit card smilingface umm justbrowsing smilingface
3173,0,russia says new sanctions may hamper dialogue on iran syria url via user
3174,0,user user gop loves immigration they don like illegal border crossers illegal presidential action and ignoring constitution
3175,0,why the fuck is twitter telling me to follow myself in following someone url
3176,0,listen to paranard my mix by polosweets np on soundcloud url
3177,0,pretty flipping cold outside there today tell ya what
3178,0,fuck pure clothes though spoiled just blessed flexedbiceps
3179,0,time to look at my golden girls all nite love this show
3180,0,user user how can you even keep up with all this great music
3181,0,the blackbrunchnyc hashtag got the racists goin up on sunday unamusedface
3182,1,user he just trying to drive suh price up
3183,0,welp back to the drawing board perseveringface mua sike eyeliner fail notforme makeup naturalgirl url
3184,1,illinois just made it illegal to film cops guess that step in the right direction wtf
3185,0,this is what we called otak letak kat lutut melayu url
3186,1,just found out there are etch sketch apps oldschool notoldschool
3187,0,and ve believed for most of my life that god only created race user user user user
3188,0,user user but never really check so maybe this thing is wrong every week
3189,0,ideology in nutshell the meaning of life in sentence for every perspective url
3190,0,user fine atm is they glazed apple shower gel and perfume it smells amazing
3191,0,user ew you really did it
3192,0,don want to see remake of my favorite movie oldboy was perfect film
3193,1,today is fabulous day work ugggh
3194,1,user his song angel of death is good one it has lyrics bashing the vatican
3195,1,remember black friday was bust
3196,0,user thought it funny
3197,1,the shadowy investigatory powers tribunal says tapping of major internet cables ok that alright then url
3198,1,user is jameis winston getting paid for this photo or is coincidence
3199,1,user what do you know about iubb tom crean is coaching genius
3200,0,user user good points but republican party can be just as fractured together that makes for disenchanted electorate
3201,0,greek salad and are lovers that is all
3202,0,follow user and get your free demo of their industry buzzing app seen at url
3203,0,on page of of harry potter and the chamber of secrets by rowling url
3204,0,the silence tastes like wet flowers wet dead dying flowers flowers without life fallen pieces of silence
3205,0,just went to bed twitter sleepy am url
3206,1,don you love when guys try to give you their number keyword tried backupoff
3207,1,am pilates now get to go home and get ready for work amazing
3208,0,it beginning to look lot like christmas christmastree santaclaus office tinsel christmassy happy long now url
3209,0,bbc news china shanghai crush xi jinping orders new year investigation url
3210,1,design firm holiday card skewers corporate jargon hand biting mouth jargon design url
3211,0,user just put it in first gear and they will move liberals won ever give their life for cause they will just destroy yours
3212,0,user man there is too much in this tweet
3213,0,user user see you in burnsville at pm
3214,0,user happy birthday young one have gooden lad
3215,0,user user the greatest unsolved mystery god
3216,1,yellow pages are all you need phone books are the future truth reallynotreally url
3217,1,user fox news criticizing poor journalism regarding the uva incident is hilarious
3218,0,buddhism chant kids url music education
3219,0,user skill support compyuter system what is your idea robotway
3220,1,we spend our childhood in hurry to grow up and when we grow up we want to retain our childlike nature justsaying lifegoals kids
3221,0,got ready and then got to school and parked in less than minutes miracle
3222,1,user user good step by bjp goons
3223,1,user user we can vote republican their civil rights record and their ability to empathize is amazing
3224,1,wonder what professor iaukea has to say about the new disney princess unamusedface
3225,0,merrychristmas to each and every one of you lovely lot peaceonearth
3226,0,user user user user tweeted this at me yesterday
3227,1,user the police turned it violent so love the truth in headlines
3228,0,user if can make it out there love to have beer or ten and talk baseball you re good dude
3229,1,am sure that the cereal box just decorated is an accurate representation of how well know the book
3230,1,can hear the trainees watching training dvd while on my break sounds fun
3231,1,yet another angry bluehand moron blocks me after just one tweet url
3232,0,user what with the ridiculous hashtagging massive twat
3233,1,storm coming todayimloving url
3234,1,user oh will keep fingers crossed for you sometimes the worse they are quicker they go
3235,1,so glad that jonathan stewart had to have his best game in yrs against me in fantasy fb playoffs imout
3236,1,for some reason feel the classiest when wearing fake pearl necklaces lol
3237,0,had to take patiopics snow falling still this was totally clear when went to sleep wcco url
3238,0,user of course not carding what carding
3239,0,more than word just in this selfie the egyptian legends bestselfie url
3240,1,ohhh the joy of getting pulled over greenheart url
3241,1,gotta love when you shake someone hand and they shiver it official have death hands and it is now winter
3242,0,user can help more conservatives needed on tsu get paid posting stuff like this you can too go to url
3243,1,thank god that the wait for an appointment is only until february
3244,1,user user what for an app outragious
3245,1,how in the world will start my day once kaitlyn gets tired of frozen mommyproblems mommylife
3246,0,user robert is handsome ugly rdj love you 你就算 隔格我都知你讲me ga btw tomtom love too
